taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Genome Size   * assembled	Gene Count   * assembled
2509601008	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Methanomethylovorans hollandica DSM 15978	DOE Joint Genome Institute JGI	2509601008	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	2714013	2732
2634166439	Archaea	Finished	Methanosarcina barkeri CM1	Methanosarcina barkeri CM1	Pastoral Greenhouse Gas Research Consortium PGgRc	2634166439	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	4501171	3878
648028029	Archaea	Finished	Halalkalicoccus jeotgali B3, DSM 18796	Halalkalicoccus jeotgali B3, DSM 18796	Kyunghee University	648028029	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	3698650	3925
641522611	Archaea	Finished	Candidatus Korarchaeum cryptofilum OPF8	Candidatus Korarchaeum cryptofilum OPF8	DOE Joint Genome Institute JGI	641522611	Candidatus Korarchaeota	unclassified	unclassified	unclassified	Candidatus Korarchaeum	1590757	1661
2510065051	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes revised, part 1	Halostagnicola larsenii XH48, DSM 17691	DOE Joint Genome Institute JGI	2510065051	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	4131276	4177
646564555	Archaea	Finished	CSP_788459, Alkaliphilic Haloarchaeon	Natrialba magadii ATCC 43099	DOE Joint Genome Institute JGI	646564555	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	4443643	4364
2540341183	Archaea	Finished	Methanobrevibacter sp. AbM4	Methanobrevibacter sp. AbM4	AgResearch Limited	2540341183	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	1998189	1716
2506783047	Archaea	Finished	Genome sequencing of novel haloarchaea from Deep Lake: an extremely cold and hypersaline Antarctic lake	Halobacterium sp. DL1	DOE Joint Genome Institute JGI	2506783047	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	3162560	3367
643348525	Archaea	Finished	Candidatus Methanosphaerula palustris E19c	Methanosphaerula palustris E19c, DSM 19958	DOE Joint Genome Institute JGI	643348525	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula	2922917	2859
2681812966	Archaea	Finished	Methanobrevibacter olleyae YLM1	Methanobrevibacter olleyae YLM1	Pastoral Greenhouse Gas Research Consortium PGgRc	2681812966	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	2201192	1882
644736373	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Halorhabdus utahensis AX2, DSM 12940	DOE Joint Genome Institute JGI	644736373	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	3116795	3076
648028040	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Methanolacinia petrolearia DSM 11571	DOE Joint Genome Institute JGI	648028040	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	2843290	2881
651053028	Archaea	Finished	Haloquadratum walsbyi C23, DSM 16854	Haloquadratum walsbyi C23, DSM 16854	Max Planck Institute	651053028	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	3260476	2799
650716052	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanobacterium lacus AL21	DOE Joint Genome Institute JGI	650716052	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	2583753	2584
2576861458	Archaea	Finished	Haloferax mediterranei ATCC 33500	Haloferax mediterranei R4	University of Alicante	2576861458	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	3906699	3650
638154503	Archaea	Finished	Haloarcula marismortui ATCC 43049	Haloarcula marismortui ATCC 43049	Institute for Systems Biology	638154503	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	4274642	4387
2508501105	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanoregula formicica SMSP, DSM 22288	DOE Joint Genome Institute JGI	2508501105	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	2820858	2925
2506520044	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Natronococcus occultus SP4, DSM 3396	DOE Joint Genome Institute JGI	2506520044	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus	4314118	4376
646564550	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Methanohalophilus mahii SLP, DSM 5219	DOE Joint Genome Institute JGI	646564550	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	2012424	2095
638341092	Archaea	Finished	Ferroplasma acidarmanus fer1	Ferroplasma acidarmanus Fer1	DOE Joint Genome Institute JGI	638341092	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	1865438	1742
637000164	Archaea	Finished	Methanogenic Syntropic Consortium	Methanospirillum hungatei JF1	DOE Joint Genome Institute JGI	637000164	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	3544738	3307
640069316	Archaea	Finished	5 mesophilic methanococci Proposal  0179051115	Methanococcus maripaludis C5	DOE Joint Genome Institute JGI	640069316	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	1789046	1896
644736372	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Halomicrobium mukohataei arg2, DSM 12286	DOE Joint Genome Institute JGI	644736372	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	3332349	3475
2502790017	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Methanosalsum zhilinae WeN5, DSM 4017	DOE Joint Genome Institute JGI	2502790017	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum	2138444	2083
2510461022	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes revised, part 2	Natronobacterium gregoryi SP2	DOE Joint Genome Institute JGI	2510461022	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	3788356	3841
640753014	Archaea	Finished	Acidic Peat Bog methanogen	Methanoregula boonei 6A8	DOE Joint Genome Institute JGI	640753014	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	2542943	2518
640753035	Archaea	Finished	5 mesophilic methanococci Proposal  0179051115	Methanococcus maripaludis C7	DOE Joint Genome Institute JGI	640753035	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	1772694	1858
640753034	Archaea	Finished	5 mesophilic methanococci Proposal  0179051115	Methanococcus aeolicus Nankai3	DOE Joint Genome Institute JGI	640753034	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	1569500	1554
638154504	Archaea	Finished	Halobacterium sp. NRC1	Halobacterium salinarum NRC1	University of Massachusetts, University of Washington	638154504	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	2571010	2728
2540341082	Archaea	Finished	Natronomonas moolapensis 8.8.11, DSM 18674	Natronomonas moolapensis 8.8.11, DSM 18674	Max Planck Institute	2540341082	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	2912573	2799
2509601048	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes revised, part 2	Natrinema pellirubrum 157	DOE Joint Genome Institute JGI	2509601048	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	4354100	4461
638154509	Archaea	Finished	Methanosarcina mazei Go1, DSM 3647	Methanosarcina mazei Go1	Integrated Genomics	638154509	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	4096345	3469
646564536	Archaea	Finished	Haloferax volcanii DS2, ATCC 29605	Haloferax volcanii DS2, ATCC 29605	J. Craig Venter Institute JCVI	646564536	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	4012900	4064
2505679075	Archaea	Finished	Methanocella paludicola SANAE	Methanocella paludicola SANAE reannotation	National Institute of Technology and Evaluation	2505679075	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	2957635	3123
637000129	Archaea	Finished	Haloquadratum walsbyi HBSQ001, DSM 16790	Haloquadratum walsbyi HBSQ001, DSM 16790	Max Planck Institute	637000129	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	3179361	2914
640069317	Archaea	Finished	Diverse archaeal organisms	Methanocorpusculum labreanum Z	DOE Joint Genome Institute JGI	640069317	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	1804962	1830
641228499	Archaea	Finished	Nitrosopumilus maritimus	Nitrosopumilus maritimus SCM1	DOE Joint Genome Institute JGI	641228499	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	1645259	1842
637000163	Archaea	Finished	Methanosphaera stadtmanae DSM 3091	Methanosphaera stadtmanae DSM 3091	Max Planck Institute	637000163	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	1767403	1592
2511231210	Archaea	Finished	Methanosaeta harundinacea 6Ac	Methanosaeta harundinacea 6Ac	Chinese Academy of Science, Institute of Microbiology	2511231210	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix	2571034	2414
650716054	Archaea	Finished	Methanosaeta concilii GP6	Methanothrix soehngenii GP6	Clemson University	650716054	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix	3026645	2900
646311943	Archaea	Finished	Methanobrevibacter ruminantium M1	Methanobrevibacter ruminantium M1	AgResearch Limited	646311943	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	2937203	2283
2561511126	Bacteria	Finished	Comamonas testosteroni CNB1	Comamonas testosteroni sv. Ba CNB1	ANRT	2561511126	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	5464824	4983
651053029	Bacteria	Finished	Helicobacter pylori sequencing project  Univ of Hyderabad	Helicobacter pylori 2017	University of Hyderabad	651053029	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	1548238	1632
649633017	Bacteria	Finished	Human Microbiome Project HMP Reference Genomes	Bifidobacterium longum infantis 157FNC	University of Tokyo	649633017	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	2408831	2070
2561511167	Bacteria	Finished	Propionibacterium acnes HL096PA1	Propionibacterium acnes HL096PA1	University of California, Los Angeles	2561511167	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	2549775	2303
2558860204	Bacteria	Finished	Klebsiella pneumoniae pneumoniae Kp13	Klebsiella pneumoniae pneumoniae Kp13	Laboratorio Nacional de Computacao Cientifica	2558860204	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	5739888	5846
2508501046	Bacteria	Finished	Biogeochemically important bacteria	Azospira suillum PS	DOE Joint Genome Institute JGI	2508501046	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	3806980	3539
2634166410	Bacteria	Finished	CSP_788284, Zymomonas mobilis strains	Zymomonas mobilis mobilis ATCC 29191	DOE Joint Genome Institute JGI	2634166410	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	2008345	1847
2630968672	Bacteria	Finished	Understanding the role of population microdiversity in adaptation to environmental redox gradients	Shewanella baltica OS678	DOE Joint Genome Institute JGI	2630968672	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	5368767	4782
646311968	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Xylanimonas cellulosilytica XIL07, DSM 15894	DOE Joint Genome Institute JGI	646311968	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas	3831380	3549
637000154	Bacteria	Finished	Listeria monocytogenes 4b F2365	Listeria monocytogenes sv. 4b F2365	J. Craig Venter Institute JCVI	637000154	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	2905187	3013
2597490097	Bacteria	Finished	Brucella sequencing project  LANL	Brucella abortus bv. 9 C68	Los Alamos National Laboratory	2597490097	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	3279946	3159
649633107	Bacteria	Finished	Vibrio vulnificus M0624/O	Vibrio vulnificus M0624/O	Sogang University, Yonsei University, Hankuk Univ of Foreign Studies, Chunlab, Inc, Seoul National University	649633107	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	5007768	4701
2554235321	Bacteria	Finished	Streptococcus constellatus pharyngis C818	Streptococcus constellatus pharyngis C818	National Microbiology Laboratory, Public Health Agency of Canada	2554235321	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	1935662	1825
644736410	Bacteria	Finished	Teredinibacter turnerae T7901	Teredinibacter turnerae T7901	J. Craig Venter Institute JCVI	644736410	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	5193164	4308
644736387	Bacteria	Finished	Methylobacterium extorquens DM4	Methylobacterium extorquens DM4	CEA Genoscope	644736387	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	6123851	5829
650377942	Bacteria	Finished	Fibrobacter succinogenes succinogenes S85	Fibrobacter succinogenes S85	J. Craig Venter Institute JCVI	650377942	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	3843004	2939
2684623048	Bacteria	Finished	Neisseria gonorrhoeae Genome sequencing and assembly  CDC	Neisseria gonorrhoeae FA6140	Centers for Disease Control and Prevention	2684623048	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	2168698	2236
642555147	Bacteria	Finished	Phenylobacterium zucineum HLK1	Phenylobacterium zucineum HLK1	Beijing Genomics Institute BGI	642555147	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	4379231	3899
649633108	Bacteria	Finished	Xenorhabdus nematophila ATCC 19061	Xenorhabdus nematophila ATCC 19061	U.S. Department of Agriculture, Agricultural Research Service, Donald Danforth Plant Science Center, Hiram College, Monsanto	649633108	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	4587917	4583
649633002	Bacteria	Finished	Whole genome sequencing, assembly and initial annotation of Acidobacterium species from Arctic tundra soils	Granulicella tundricola MP5ACTX9	DOE Joint Genome Institute JGI	649633002	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	5503984	4757
644736379	Bacteria	Finished	DOEM_782025	Kosmotoga olearia TBF 19.5.1	DOE Joint Genome Institute JGI	644736379	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Kosmotoga	2302126	2221
637000316	Bacteria	Finished	Methanogenic Syntropic Consortium	Syntrophomonas wolfei Goettingen, DSM 2245B	DOE Joint Genome Institute JGI	637000316	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	2936195	2677
2534682368	Bacteria	Finished	Serratia odorifera 4Rx13	Serratia odorifera 4Rx13	University of Gottingen	2534682368	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	5403731	4798
651053052	Bacteria	Finished	Neisseria meningitidis genome sequencing, Univ of Maryland, School of Medicine / IGS	Neisseria meningitidis M04240196	University of Maryland School of Medicine	651053052	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	2250449	2018
2561511218	Bacteria	Finished	Gigasnoma  The Desulfovibrio gigas Genome	Desulfovibrio gigas DSM 1382, ATCC 19364	ITQB Antonio Xavier  UNL	2561511218	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	3796022	3394
643692028	Bacteria	Finished	Mycobacterium bovis BCG Tokyo 172	Mycobacterium bovis BCG Tokyo 172	Agencourt Bioscience	643692028	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	4371711	3996
651053066	Bacteria	Finished	Understanding the role of population microdiversity in adaptation to environmental redox gradients	Shewanella baltica OS117	DOE Joint Genome Institute JGI	651053066	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	5526018	4985
649633057	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Intrasporangium calvum 7KIP, DSM 43043	DOE Joint Genome Institute JGI	649633057	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	4024382	3710
648231704	Bacteria	Finished	Edwardsiella tarda FL660	Edwardsiella tarda FL660	Leiden University	648231704	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	3728801	3376
2524023216	Bacteria	Finished	Identification of substrainspecific mutations by massively parallel wholegenome resequencing of Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 PCCP	University of Tokyo	2524023216	Cyanobacteria	unclassified	Synechococcales	Merismopediaceae	Synechocystis	3570114	3218
651053039	Bacteria	Finished	Lactobacillus casei LC2W	Lactobacillus casei LC2W	Tianjin Biochip	651053039	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	3077434	3237
650716106	Bacteria	Finished	Yersinia enterocolitica palearctica 105.5Rr O:9	Yersinia enterocolitica palearctica 105.5Rr	Tianjin Biochip	650716106	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	4621811	4114
2634166471	Bacteria	Finished	Complete Genome sequencing and assembly of Yersinia strains for phylogenetic analysis and development of detection assays	Yersinia pseudotuberculosis sv. O3 YPIII	Los Alamos National Laboratory	2634166471	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	4689436	4244
640427111	Bacteria	Finished	Dehalococcoides sp. Strain BAV1	Dehalococcoides mccartyi BAV1	DOE Joint Genome Institute JGI	640427111	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	1341892	1443
640069307	Bacteria	Finished	Burkholderia vietnamiensis strain G4 R1808	Burkholderia vietnamiensis G4	DOE Joint Genome Institute JGI	640069307	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	8391070	7880
637000269	Bacteria	Finished	Ensifer meliloti 1021	Sinorhizobium meliloti 1021	Stanford University	637000269	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	6691694	6295
637000102	Bacteria	Finished	Pectobacterium atrosepticum SCRI1043	Pectobacterium atrosepticum SCRI1043	Wellcome Trust Sanger Institute	637000102	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	5064019	4637
650377937	Bacteria	Finished	Human Microbiome Project HMP Reference Genomes	Eubacterium rectale M104/1	Wellcome Trust Sanger Institute	650377937	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	3698419	3267
644736374	Bacteria	Finished	Helicobacter pylori B38	Helicobacter pylori B38	Institut Pasteur	644736374	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	1576758	1427
2627853621	Bacteria	Finished	Myroides sp. A21 Genome sequencing	Myroides sp. A21	Leibniz Institute, Goettingen Genomics Laboratory, Norddeutsches Zentrum f?r Mikrobielle Genomforschung	2627853621	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	4155464	3813
644736367	Bacteria	Finished	Eubacterium rectale ATCC 33656	Eubacterium rectale ATCC 33656	Washington University in St. Louis	644736367	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	3449685	3693
637000272	Bacteria	Finished	Staphylococcus aureus RF122	Staphylococcus aureus RF122	University of Minnesota	637000272	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	2742531	2690
650377952	Bacteria	Finished	Genome sequencing of Helicobacter pylori, Washington University Medical School	Helicobacter pylori SouthAfrica7	Washington University in St. Louis	650377952	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	1679829	1614
2503754048	Bacteria	Finished	GEBAPCC	Leptolyngbya sp. PCC 7376	DOE Joint Genome Institute JGI	2503754048	Cyanobacteria	unclassified	Synechococcales	Leptolyngbyaceae	Leptolyngbya	5125950	4654
639633027	Bacteria	Finished	Lactobacillus brevis ATCC 367	Lactobacillus brevis ATCC 367	Fidelity Systems Inc, DOE Joint Genome Institute JGI	639633027	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	2340228	2324
637000115	Bacteria	Finished	Frankia alni ACN14a	Frankia alni ACN14a	CEA Genoscope	637000115	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	7497934	6795
2503707008	Bacteria	Finished	GEBAPCC	Nostoc sp. PCC 7107	DOE Joint Genome Institute JGI	2503707008	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Nostoc	6329823	5538
648028056	Bacteria	Finished	Streptococcus pneumoniae AP200	Streptococcus pneumoniae AP200	University of Siena, ANRT	648028056	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	2130580	2284
2511231061	Bacteria	Finished	Rickettsia slovaca 13B	Rickettsia slovaca 13B	Centre National de la Recherche Scientifique CNRS	2511231061	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	1275089	1150
2558860182	Bacteria	Finished	Streptococcus pneumoniae SPN strains, WTSI	Streptococcus pneumoniae SPN994038	Wellcome Trust Sanger Institute	2558860182	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	2027108	2103
644736343	Bacteria	Finished	Chlamydia trachomatis B/TZ1A828/OT	Chlamydia trachomatis sv. B B/TZ1A828/OT	Wellcome Trust Sanger Institute	644736343	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	1151263	1045
2597490209	Bacteria	Finished	Corynebacterium ureicelerivorans IMMIB RIV2301 Genome sequencing	Corynebacterium ureicelerivorans IMMIB RIV2301	Bielefeld University	2597490209	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	2328278	2357
2508501051	Bacteria	Finished	Genome sequencing of representative photosynthetic purple sulfur bacteria	Thiocystis violascens 611, DSM 198	DOE Joint Genome Institute JGI	2508501051	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	5017071	4627
